<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,16/11/18,11:02,113660,113720,113580,113720,759
SPFB.RTS-12.18,1,16/11/18,11:03,113720,113780,113660,113720,1134
SPFB.RTS-12.18,1,16/11/18,11:04,113710,113740,113680,113720,452
SPFB.RTS-12.18,1,16/11/18,11:05,113710,113760,113660,113670,517
SPFB.RTS-12.18,1,16/11/18,11:06,113670,113720,113670,113680,242
SPFB.RTS-12.18,1,16/11/18,11:07,113670,113790,113650,113750,507
SPFB.RTS-12.18,1,16/11/18,11:08,113750,113920,113710,113910,1650
SPFB.RTS-12.18,1,16/11/18,11:09,113880,114010,113880,113990,1971
SPFB.RTS-12.18,1,16/11/18,11:10,113990,114030,113940,113950,937
SPFB.RTS-12.18,1,16/11/18,11:11,113950,114000,113950,113980,796
SPFB.RTS-12.18,1,16/11/18,11:12,113990,114000,113930,113950,649
SPFB.RTS-12.18,1,16/11/18,11:13,113950,113970,113900,113960,644
SPFB.RTS-12.18,1,16/11/18,11:14,113960,114040,113920,113930,1227
SPFB.RTS-12.18,1,16/11/18,11:15,113950,114080,113930,114050,898
SPFB.RTS-12.18,1,16/11/18,11:16,114070,114250,114060,114220,3777
SPFB.RTS-12.18,1,16/11/18,11:17,114220,114250,114140,114220,1619
SPFB.RTS-12.18,1,16/11/18,11:18,114230,114280,114180,114180,1199
SPFB.RTS-12.18,1,16/11/18,11:19,114170,114200,114070,114110,1480
SPFB.RTS-12.18,1,16/11/18,11:20,114100,114140,113990,114060,2033
SPFB.RTS-12.18,1,16/11/18,11:21,114080,114160,114080,114130,915
SPFB.RTS-12.18,1,16/11/18,11:22,114140,114190,114080,114180,967
SPFB.RTS-12.18,1,16/11/18,11:23,114180,114280,114170,114280,1740
SPFB.RTS-12.18,1,16/11/18,11:24,114260,114340,114230,114280,1565
SPFB.RTS-12.18,1,16/11/18,11:25,114280,114300,114150,114160,675
SPFB.RTS-12.18,1,16/11/18,11:26,114160,114190,114040,114090,806
SPFB.RTS-12.18,1,16/11/18,11:27,114090,114110,113920,113980,1771
SPFB.RTS-12.18,1,16/11/18,11:28,113970,114050,113940,114030,838
SPFB.RTS-12.18,1,16/11/18,11:29,114030,114090,114020,114040,451
SPFB.RTS-12.18,1,16/11/18,11:30,114060,114170,114050,114140,676
SPFB.RTS-12.18,1,16/11/18,11:31,114140,114230,114060,114090,1046
SPFB.RTS-12.18,1,16/11/18,11:32,114090,114110,114050,114060,530
SPFB.RTS-12.18,1,16/11/18,11:33,114060,114120,114050,114100,280
SPFB.RTS-12.18,1,16/11/18,11:34,114070,114220,114070,114190,529
SPFB.RTS-12.18,1,16/11/18,11:35,114200,114200,114150,114150,361
SPFB.RTS-12.18,1,16/11/18,11:36,114150,114180,114090,114100,357
SPFB.RTS-12.18,1,16/11/18,11:37,114120,114180,114120,114130,571
SPFB.RTS-12.18,1,16/11/18,11:38,114140,114180,114100,114100,279
SPFB.RTS-12.18,1,16/11/18,11:39,114110,114120,114000,114000,720
SPFB.RTS-12.18,1,16/11/18,11:40,114010,114060,113980,114000,643
SPFB.RTS-12.18,1,16/11/18,11:41,114000,114080,113980,114000,566
SPFB.RTS-12.18,1,16/11/18,11:42,114000,114000,113920,113940,702
SPFB.RTS-12.18,1,16/11/18,11:43,113920,114000,113920,113990,342
SPFB.RTS-12.18,1,16/11/18,11:44,113980,114110,113980,114090,473
SPFB.RTS-12.18,1,16/11/18,11:45,114080,114080,113990,114020,424
SPFB.RTS-12.18,1,16/11/18,11:46,114030,114120,114030,114100,503
SPFB.RTS-12.18,1,16/11/18,11:47,114100,114100,113990,114000,398
SPFB.RTS-12.18,1,16/11/18,11:48,113990,114010,113950,113990,307
SPFB.RTS-12.18,1,16/11/18,11:49,114000,114070,113990,114010,243
SPFB.RTS-12.18,1,16/11/18,11:50,114010,114010,113860,113860,1072
SPFB.RTS-12.18,1,16/11/18,11:51,113870,113940,113860,113910,475
SPFB.RTS-12.18,1,16/11/18,11:52,113900,113950,113900,113940,162
SPFB.RTS-12.18,1,16/11/18,11:53,113940,113980,113920,113940,353
SPFB.RTS-12.18,1,16/11/18,11:54,113930,113930,113840,113910,568
SPFB.RTS-12.18,1,16/11/18,11:55,113910,113950,113900,113940,111
SPFB.RTS-12.18,1,16/11/18,11:56,113930,113980,113880,113890,372
SPFB.RTS-12.18,1,16/11/18,11:57,113890,113930,113850,113860,367
SPFB.RTS-12.18,1,16/11/18,11:58,113880,113900,113810,113870,743
SPFB.RTS-12.18,1,16/11/18,11:59,113870,113880,113840,113840,185
SPFB.RTS-12.18,1,16/11/18,12:00,113840,113860,113670,113690,1617
SPFB.RTS-12.18,1,16/11/18,12:01,113690,113690,113500,113520,3305
SPFB.RTS-12.18,1,16/11/18,12:02,113510,113630,113500,113610,1138
SPFB.RTS-12.18,1,16/11/18,12:03,113610,113650,113600,113610,414
SPFB.RTS-12.18,1,16/11/18,12:04,113600,113650,113580,113590,416
SPFB.RTS-12.18,1,16/11/18,12:05,113580,113610,113520,113590,696
SPFB.RTS-12.18,1,16/11/18,12:06,113580,113610,113510,113540,637
SPFB.RTS-12.18,1,16/11/18,12:07,113540,113620,113510,113600,391
SPFB.RTS-12.18,1,16/11/18,12:08,113590,113630,113550,113600,557
SPFB.RTS-12.18,1,16/11/18,12:09,113590,113600,113560,113590,205
SPFB.RTS-12.18,1,16/11/18,12:10,113590,113620,113570,113620,411
SPFB.RTS-12.18,1,16/11/18,12:11,113620,113620,113570,113570,439
SPFB.RTS-12.18,1,16/11/18,12:12,113560,113560,113400,113450,1894
SPFB.RTS-12.18,1,16/11/18,12:13,113460,113500,113450,113460,310
SPFB.RTS-12.18,1,16/11/18,12:14,113470,113490,113230,113290,2793
SPFB.RTS-12.18,1,16/11/18,12:15,113280,113330,113260,113300,1027
SPFB.RTS-12.18,1,16/11/18,12:16,113290,113460,113290,113460,1351
SPFB.RTS-12.18,1,16/11/18,12:17,113440,113520,113400,113430,1131
SPFB.RTS-12.18,1,16/11/18,12:18,113440,113520,113410,113450,539
SPFB.RTS-12.18,1,16/11/18,12:19,113460,113540,113460,113520,610
SPFB.RTS-12.18,1,16/11/18,12:20,113500,113540,113470,113470,301
SPFB.RTS-12.18,1,16/11/18,12:21,113470,113580,113430,113580,693
SPFB.RTS-12.18,1,16/11/18,12:22,113570,113580,113540,113570,309
SPFB.RTS-12.18,1,16/11/18,12:23,113570,113590,113510,113530,476
SPFB.RTS-12.18,1,16/11/18,12:24,113540,113570,113510,113560,232
SPFB.RTS-12.18,1,16/11/18,12:25,113570,113570,113490,113500,286
SPFB.RTS-12.18,1,16/11/18,12:26,113480,113520,113400,113420,498
SPFB.RTS-12.18,1,16/11/18,12:27,113410,113490,113400,113490,701
SPFB.RTS-12.18,1,16/11/18,12:28,113470,113480,113400,113430,348
SPFB.RTS-12.18,1,16/11/18,12:29,113450,113450,113360,113390,661
SPFB.RTS-12.18,1,16/11/18,12:30,113390,113390,113350,113370,329
SPFB.RTS-12.18,1,16/11/18,12:31,113360,113420,113350,113400,542
SPFB.RTS-12.18,1,16/11/18,12:32,113410,113440,113360,113360,396
SPFB.RTS-12.18,1,16/11/18,12:33,113360,113410,113360,113400,135
SPFB.RTS-12.18,1,16/11/18,12:34,113400,113430,113350,113410,332
SPFB.RTS-12.18,1,16/11/18,12:35,113430,113430,113330,113340,408
SPFB.RTS-12.18,1,16/11/18,12:36,113330,113430,113320,113390,574
SPFB.RTS-12.18,1,16/11/18,12:37,113380,113410,113340,113410,381
SPFB.RTS-12.18,1,16/11/18,12:38,113410,113480,113400,113480,337
SPFB.RTS-12.18,1,16/11/18,12:39,113470,113470,113400,113440,198
SPFB.RTS-12.18,1,16/11/18,12:40,113450,113450,113400,113430,148
SPFB.RTS-12.18,1,16/11/18,12:41,113420,113420,113330,113340,624
SPFB.RTS-12.18,1,16/11/18,12:42,113340,113400,113320,113340,698
SPFB.RTS-12.18,1,16/11/18,12:43,113350,113460,113340,113440,524
SPFB.RTS-12.18,1,16/11/18,12:44,113440,113440,113400,113400,129
