<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,18/09/18,22:33,110270,110290,110260,110290,72
SPFB.RTS-12.18,1,18/09/18,22:34,110300,110310,110300,110300,7
SPFB.RTS-12.18,1,18/09/18,22:35,110270,110290,110240,110250,78
SPFB.RTS-12.18,1,18/09/18,22:36,110230,110240,110200,110230,33
SPFB.RTS-12.18,1,18/09/18,22:37,110200,110280,110200,110210,47
SPFB.RTS-12.18,1,18/09/18,22:39,110260,110260,110250,110250,2
SPFB.RTS-12.18,1,18/09/18,22:40,110280,110280,110240,110240,24
SPFB.RTS-12.18,1,18/09/18,22:41,110240,110260,110240,110260,32
SPFB.RTS-12.18,1,18/09/18,22:46,110220,110240,110180,110180,43
SPFB.RTS-12.18,1,18/09/18,22:47,110170,110210,110160,110180,33
SPFB.RTS-12.18,1,18/09/18,22:48,110220,110220,110190,110190,5
SPFB.RTS-12.18,1,18/09/18,22:49,110230,110240,110230,110230,6
SPFB.RTS-12.18,1,18/09/18,22:50,110240,110260,110210,110210,62
SPFB.RTS-12.18,1,18/09/18,22:51,110210,110210,110210,110210,1
SPFB.RTS-12.18,1,18/09/18,22:52,110210,110210,110210,110210,10
SPFB.RTS-12.18,1,18/09/18,22:53,110230,110230,110230,110230,1
SPFB.RTS-12.18,1,18/09/18,22:55,110230,110230,110230,110230,6
SPFB.RTS-12.18,1,18/09/18,22:56,110210,110210,110190,110190,21
SPFB.RTS-12.18,1,18/09/18,22:57,110240,110260,110200,110200,53
SPFB.RTS-12.18,1,18/09/18,22:58,110200,110220,110150,110210,52
SPFB.RTS-12.18,1,18/09/18,22:59,110200,110240,110200,110220,59
SPFB.RTS-12.18,1,18/09/18,23:00,110240,110300,110240,110280,126
SPFB.RTS-12.18,1,18/09/18,23:01,110250,110260,110200,110210,60
SPFB.RTS-12.18,1,18/09/18,23:03,110240,110300,110240,110300,16
SPFB.RTS-12.18,1,18/09/18,23:04,110300,110310,110300,110310,14
SPFB.RTS-12.18,1,18/09/18,23:05,110320,110360,110290,110290,55
SPFB.RTS-12.18,1,18/09/18,23:06,110340,110340,110340,110340,3
SPFB.RTS-12.18,1,18/09/18,23:07,110330,110330,110330,110330,2
SPFB.RTS-12.18,1,18/09/18,23:08,110320,110320,110320,110320,2
SPFB.RTS-12.18,1,18/09/18,23:09,110340,110420,110340,110410,139
SPFB.RTS-12.18,1,18/09/18,23:10,110400,110400,110400,110400,1
SPFB.RTS-12.18,1,18/09/18,23:11,110410,110410,110390,110390,3
SPFB.RTS-12.18,1,18/09/18,23:12,110400,110420,110380,110380,10
SPFB.RTS-12.18,1,18/09/18,23:13,110380,110380,110340,110340,29
SPFB.RTS-12.18,1,18/09/18,23:14,110370,110380,110370,110380,5
SPFB.RTS-12.18,1,18/09/18,23:15,110360,110360,110350,110350,10
SPFB.RTS-12.18,1,18/09/18,23:16,110340,110340,110330,110330,11
SPFB.RTS-12.18,1,18/09/18,23:17,110350,110360,110340,110340,9
SPFB.RTS-12.18,1,18/09/18,23:19,110350,110390,110350,110350,10
SPFB.RTS-12.18,1,18/09/18,23:20,110370,110370,110340,110340,17
SPFB.RTS-12.18,1,18/09/18,23:21,110330,110330,110320,110320,12
SPFB.RTS-12.18,1,18/09/18,23:22,110320,110350,110320,110350,7
SPFB.RTS-12.18,1,18/09/18,23:23,110350,110350,110310,110310,26
SPFB.RTS-12.18,1,18/09/18,23:24,110340,110350,110310,110310,16
SPFB.RTS-12.18,1,18/09/18,23:25,110340,110340,110310,110310,3
SPFB.RTS-12.18,1,18/09/18,23:26,110300,110310,110300,110310,2
SPFB.RTS-12.18,1,18/09/18,23:27,110310,110310,110310,110310,1
SPFB.RTS-12.18,1,18/09/18,23:28,110350,110380,110320,110320,37
SPFB.RTS-12.18,1,18/09/18,23:29,110350,110360,110350,110360,6
SPFB.RTS-12.18,1,18/09/18,23:30,110340,110400,110340,110400,9
SPFB.RTS-12.18,1,18/09/18,23:31,110390,110400,110290,110340,33
SPFB.RTS-12.18,1,18/09/18,23:32,110250,110300,110240,110300,8
SPFB.RTS-12.18,1,18/09/18,23:33,110260,110260,110240,110240,15
SPFB.RTS-12.18,1,18/09/18,23:35,110250,110250,110250,110250,2
SPFB.RTS-12.18,1,18/09/18,23:36,110260,110260,110220,110220,21
SPFB.RTS-12.18,1,18/09/18,23:37,110260,110270,110240,110270,14
SPFB.RTS-12.18,1,18/09/18,23:38,110280,110280,110280,110280,3
SPFB.RTS-12.18,1,18/09/18,23:39,110270,110270,110240,110240,16
SPFB.RTS-12.18,1,18/09/18,23:40,110260,110320,110250,110300,21
SPFB.RTS-12.18,1,18/09/18,23:41,110330,110370,110330,110350,41
SPFB.RTS-12.18,1,18/09/18,23:42,110350,110350,110330,110330,16
SPFB.RTS-12.18,1,18/09/18,23:44,110350,110450,110350,110400,23
SPFB.RTS-12.18,1,18/09/18,23:45,110410,110470,110380,110470,48
SPFB.RTS-12.18,1,18/09/18,23:46,110430,110640,110430,110540,287
SPFB.RTS-12.18,1,18/09/18,23:47,110510,110530,110360,110500,123
SPFB.RTS-12.18,1,18/09/18,23:48,110490,110500,110470,110500,4
SPFB.RTS-12.18,1,18/09/18,23:49,110460,110460,110460,110460,1
SPFB.RTS-12.18,1,18/09/18,23:50,110460,110460,110350,110350,39
SPFB.RTS-12.18,1,16/10/18,10:01,114540,115140,114540,114890,3290
SPFB.RTS-12.18,1,16/10/18,10:02,114870,115020,114800,114820,2115
SPFB.RTS-12.18,1,16/10/18,10:03,114810,114820,114660,114720,2083
SPFB.RTS-12.18,1,16/10/18,10:04,114720,114730,114550,114580,1379
SPFB.RTS-12.18,1,16/10/18,10:05,114570,114680,114570,114650,1655
SPFB.RTS-12.18,1,16/10/18,10:06,114660,114710,114630,114710,1188
SPFB.RTS-12.18,1,16/10/18,10:07,114710,114730,114410,114450,2408
SPFB.RTS-12.18,1,16/10/18,10:08,114460,114550,114390,114550,1803
SPFB.RTS-12.18,1,16/10/18,10:09,114550,114580,114430,114480,802
SPFB.RTS-12.18,1,16/10/18,10:10,114470,114540,114470,114500,495
SPFB.RTS-12.18,1,16/10/18,10:11,114500,114770,114470,114770,1612
SPFB.RTS-12.18,1,16/10/18,10:12,114760,114810,114690,114740,878
SPFB.RTS-12.18,1,16/10/18,10:13,114740,114780,114650,114680,640
SPFB.RTS-12.18,1,16/10/18,10:14,114670,114710,114530,114590,544
SPFB.RTS-12.18,1,16/10/18,10:15,114580,114660,114550,114580,556
SPFB.RTS-12.18,1,16/10/18,10:16,114590,114640,114520,114610,699
SPFB.RTS-12.18,1,16/10/18,10:17,114600,114670,114590,114640,181
SPFB.RTS-12.18,1,16/10/18,10:18,114640,114800,114630,114740,841
SPFB.RTS-12.18,1,16/10/18,10:19,114750,114820,114740,114790,916
SPFB.RTS-12.18,1,16/10/18,10:20,114790,114840,114750,114780,766
SPFB.RTS-12.18,1,16/10/18,10:21,114780,114830,114730,114810,973
SPFB.RTS-12.18,1,16/10/18,10:22,114820,114890,114740,114780,1293
SPFB.RTS-12.18,1,16/10/18,10:23,114770,114810,114730,114800,342
SPFB.RTS-12.18,1,16/10/18,10:24,114780,114780,114670,114740,547
SPFB.RTS-12.18,1,16/10/18,10:25,114740,114820,114740,114770,354
SPFB.RTS-12.18,1,16/10/18,10:26,114780,114830,114720,114750,527
SPFB.RTS-12.18,1,16/10/18,10:27,114750,114840,114750,114830,210
SPFB.RTS-12.18,1,16/10/18,10:28,114840,114890,114770,114810,547
SPFB.RTS-12.18,1,16/10/18,10:29,114810,114990,114810,114940,1283
SPFB.RTS-12.18,1,16/10/18,10:30,114940,114960,114840,114860,1008
SPFB.RTS-12.18,1,16/10/18,10:31,114870,114960,114870,114960,631
SPFB.RTS-12.18,1,16/10/18,10:32,114950,114970,114890,114910,328
SPFB.RTS-12.18,1,16/10/18,10:33,114910,114940,114890,114920,298
SPFB.RTS-12.18,1,16/10/18,10:34,114910,114930,114890,114920,304
SPFB.RTS-12.18,1,16/10/18,10:35,114920,114990,114910,114990,386
SPFB.RTS-12.18,1,16/10/18,10:36,114980,114980,114890,114960,546
SPFB.RTS-12.18,1,16/10/18,10:37,114950,114980,114900,114970,350
SPFB.RTS-12.18,1,16/10/18,10:38,114970,114970,114870,114890,407
SPFB.RTS-12.18,1,16/10/18,10:39,114880,114900,114860,114900,203
SPFB.RTS-12.18,1,16/10/18,10:40,114900,114960,114880,114940,362
SPFB.RTS-12.18,1,16/10/18,10:41,114940,115020,114900,114980,1080
SPFB.RTS-12.18,1,16/10/18,10:42,114960,114960,114700,114750,1520
SPFB.RTS-12.18,1,16/10/18,10:43,114750,114780,114700,114730,604
SPFB.RTS-12.18,1,16/10/18,10:44,114720,114720,114610,114650,970
SPFB.RTS-12.18,1,16/10/18,10:45,114650,114700,114550,114670,1372
SPFB.RTS-12.18,1,16/10/18,10:46,114670,114760,114620,114740,657
SPFB.RTS-12.18,1,16/10/18,10:47,114750,114850,114750,114790,880
SPFB.RTS-12.18,1,16/10/18,10:48,114800,114850,114790,114810,337
SPFB.RTS-12.18,1,16/10/18,10:49,114810,114870,114790,114830,419
SPFB.RTS-12.18,1,16/10/18,10:50,114840,114840,114750,114790,289
SPFB.RTS-12.18,1,16/10/18,10:51,114780,114820,114780,114790,144
SPFB.RTS-12.18,1,16/10/18,10:52,114790,114790,114690,114730,670
SPFB.RTS-12.18,1,16/10/18,10:53,114730,114730,114640,114710,515
SPFB.RTS-12.18,1,16/10/18,10:54,114710,114740,114700,114720,183
SPFB.RTS-12.18,1,16/10/18,10:55,114720,114720,114620,114630,376
SPFB.RTS-12.18,1,16/10/18,10:56,114630,114680,114550,114680,647
SPFB.RTS-12.18,1,16/10/18,10:57,114680,114720,114630,114700,277
SPFB.RTS-12.18,1,16/10/18,10:58,114700,114710,114600,114620,333
SPFB.RTS-12.18,1,16/10/18,10:59,114630,114660,114490,114520,985
SPFB.RTS-12.18,1,16/10/18,11:00,114520,114670,114500,114650,905
SPFB.RTS-12.18,1,16/10/18,11:01,114630,114750,114600,114690,942
SPFB.RTS-12.18,1,16/10/18,11:02,114690,114720,114650,114700,225
SPFB.RTS-12.18,1,16/10/18,11:03,114700,114720,114560,114610,572
SPFB.RTS-12.18,1,16/10/18,11:04,114610,114670,114590,114630,270
SPFB.RTS-12.18,1,16/10/18,11:05,114630,114670,114610,114630,297
SPFB.RTS-12.18,1,16/10/18,11:06,114640,114670,114600,114640,152
SPFB.RTS-12.18,1,16/10/18,11:07,114650,114650,114590,114650,207
SPFB.RTS-12.18,1,16/10/18,11:08,114650,114750,114630,114750,263
SPFB.RTS-12.18,1,16/10/18,11:09,114750,114860,114750,114830,1528
SPFB.RTS-12.18,1,16/10/18,11:10,114830,115040,114830,114880,2451
SPFB.RTS-12.18,1,16/10/18,11:11,114890,114920,114850,114880,546
SPFB.RTS-12.18,1,16/10/18,11:12,114850,114870,114790,114810,552
SPFB.RTS-12.18,1,16/10/18,11:13,114800,114820,114750,114770,776
SPFB.RTS-12.18,1,16/10/18,11:14,114760,114790,114710,114730,355
SPFB.RTS-12.18,1,16/10/18,11:15,114730,114770,114700,114720,414
SPFB.RTS-12.18,1,16/10/18,11:16,114710,114790,114710,114770,389
SPFB.RTS-12.18,1,16/10/18,11:17,114780,114790,114730,114770,195
SPFB.RTS-12.18,1,16/10/18,11:18,114780,114800,114710,114800,263
SPFB.RTS-12.18,1,16/10/18,11:19,114790,114820,114780,114820,216
SPFB.RTS-12.18,1,16/10/18,11:20,114820,114830,114780,114780,221
SPFB.RTS-12.18,1,16/10/18,11:21,114780,114780,114660,114730,547
SPFB.RTS-12.18,1,16/10/18,11:22,114710,114730,114670,114690,218
SPFB.RTS-12.18,1,16/10/18,11:23,114680,114730,114670,114700,86
SPFB.RTS-12.18,1,16/10/18,11:24,114710,114840,114700,114810,406
SPFB.RTS-12.18,1,16/10/18,11:25,114800,114830,114770,114800,450
SPFB.RTS-12.18,1,16/10/18,11:26,114790,114870,114760,114860,321
SPFB.RTS-12.18,1,16/10/18,11:27,114870,114940,114830,114900,666
SPFB.RTS-12.18,1,16/10/18,11:28,114920,114920,114850,114870,180
SPFB.RTS-12.18,1,16/10/18,11:29,114850,114920,114850,114890,217
SPFB.RTS-12.18,1,16/10/18,11:30,114880,114890,114850,114870,129
SPFB.RTS-12.18,1,16/10/18,11:31,114880,114950,114880,114930,546
SPFB.RTS-12.18,1,16/10/18,11:32,114930,114940,114880,114890,248
SPFB.RTS-12.18,1,16/10/18,11:33,114890,114890,114820,114870,464
SPFB.RTS-12.18,1,16/10/18,11:34,114870,114880,114810,114810,370
SPFB.RTS-12.18,1,16/10/18,11:35,114820,114850,114730,114760,501
SPFB.RTS-12.18,1,16/10/18,11:36,114750,114790,114720,114770,212
SPFB.RTS-12.18,1,16/10/18,11:37,114780,114850,114780,114840,204
SPFB.RTS-12.18,1,16/10/18,11:38,114860,114880,114830,114860,281
SPFB.RTS-12.18,1,16/10/18,11:39,114850,114940,114850,114940,382
SPFB.RTS-12.18,1,16/10/18,11:40,114940,114960,114910,114930,344
SPFB.RTS-12.18,1,16/10/18,11:41,114930,114980,114900,114930,518
SPFB.RTS-12.18,1,16/10/18,11:42,114940,114960,114910,114960,211
SPFB.RTS-12.18,1,16/10/18,11:43,114950,114990,114910,114990,242
SPFB.RTS-12.18,1,16/10/18,11:44,114970,115000,114890,114910,805
SPFB.RTS-12.18,1,16/10/18,11:45,114930,114980,114910,114950,182
SPFB.RTS-12.18,1,16/10/18,11:46,114950,114980,114890,114950,340
SPFB.RTS-12.18,1,16/10/18,11:47,114950,114960,114920,114950,169
SPFB.RTS-12.18,1,16/10/18,11:48,114950,114960,114900,114950,184
SPFB.RTS-12.18,1,16/10/18,11:49,114960,115040,114940,115000,796
SPFB.RTS-12.18,1,16/10/18,11:50,115000,115110,114970,115040,1395
SPFB.RTS-12.18,1,16/10/18,11:51,115030,115080,114970,115070,590
SPFB.RTS-12.18,1,16/10/18,11:52,115070,115100,115010,115020,555
SPFB.RTS-12.18,1,16/10/18,11:53,115020,115100,115020,115070,312
SPFB.RTS-12.18,1,16/10/18,11:54,115070,115260,115070,115080,2874
SPFB.RTS-12.18,1,16/10/18,11:55,115070,115110,115040,115050,326
SPFB.RTS-12.18,1,16/10/18,11:56,115060,115060,114990,115000,640
SPFB.RTS-12.18,1,16/10/18,11:57,115010,115030,114880,114900,940
SPFB.RTS-12.18,1,16/10/18,11:58,114920,114950,114900,114920,188
SPFB.RTS-12.18,1,16/10/18,11:59,114910,114970,114900,114970,279
SPFB.RTS-12.18,1,16/10/18,12:00,114960,115080,114940,115020,501
SPFB.RTS-12.18,1,16/10/18,12:01,115030,115080,115010,115020,558
SPFB.RTS-12.18,1,16/10/18,12:02,115040,115040,114910,114930,624
SPFB.RTS-12.18,1,16/10/18,12:03,114930,114930,114830,114860,621
SPFB.RTS-12.18,1,16/10/18,12:04,114860,114900,114820,114870,396
SPFB.RTS-12.18,1,16/10/18,12:05,114860,114940,114850,114850,194
SPFB.RTS-12.18,1,16/10/18,12:06,114860,114860,114800,114830,359
SPFB.RTS-12.18,1,16/10/18,12:07,114850,114900,114780,114890,408
SPFB.RTS-12.18,1,16/10/18,12:08,114880,114890,114770,114860,360
SPFB.RTS-12.18,1,16/10/18,12:09,114860,114910,114850,114900,188
SPFB.RTS-12.18,1,16/10/18,12:10,114890,114890,114830,114830,60
SPFB.RTS-12.18,1,16/10/18,12:11,114840,114890,114830,114870,199
SPFB.RTS-12.18,1,16/10/18,12:12,114890,114930,114840,114910,328
SPFB.RTS-12.18,1,16/10/18,12:13,114920,114940,114870,114870,121
SPFB.RTS-12.18,1,16/10/18,12:14,114870,114890,114840,114840,98
SPFB.RTS-12.18,1,16/10/18,12:15,114850,114920,114850,114910,107
SPFB.RTS-12.18,1,16/10/18,12:16,114910,114990,114910,114950,385
SPFB.RTS-12.18,1,16/10/18,12:17,114960,115000,114950,114990,854
SPFB.RTS-12.18,1,16/10/18,12:18,114990,115070,114970,115020,740
SPFB.RTS-12.18,1,16/10/18,12:19,115010,115040,114940,115020,596
SPFB.RTS-12.18,1,16/10/18,12:20,115010,115130,114980,115090,1356
SPFB.RTS-12.18,1,16/10/18,12:21,115090,115090,115040,115060,547
SPFB.RTS-12.18,1,16/10/18,12:22,115070,115090,115050,115060,148
SPFB.RTS-12.18,1,16/10/18,12:23,115050,115050,114970,114970,359
SPFB.RTS-12.18,1,16/10/18,12:24,115000,115000,114920,114950,397
SPFB.RTS-12.18,1,16/10/18,12:25,114960,114980,114920,114950,204
SPFB.RTS-12.18,1,16/10/18,12:26,114960,114980,114930,114950,161
SPFB.RTS-12.18,1,16/10/18,12:27,114950,115050,114920,115050,586
SPFB.RTS-12.18,1,16/10/18,12:28,115040,115050,115000,115000,105
SPFB.RTS-12.18,1,16/10/18,12:29,115000,115050,114970,114980,333
SPFB.RTS-12.18,1,16/10/18,12:30,114980,115040,114970,115000,277
SPFB.RTS-12.18,1,16/10/18,12:31,114990,115040,114970,114980,256
SPFB.RTS-12.18,1,16/10/18,12:32,114990,115000,114890,114910,720
SPFB.RTS-12.18,1,16/10/18,12:33,114910,114940,114900,114920,193
SPFB.RTS-12.18,1,16/10/18,12:34,114910,114950,114900,114930,241
SPFB.RTS-12.18,1,16/10/18,12:35,114940,114960,114930,114930,70
SPFB.RTS-12.18,1,16/10/18,12:36,114920,114950,114900,114910,126
SPFB.RTS-12.18,1,16/10/18,12:37,114930,114930,114860,114870,390
SPFB.RTS-12.18,1,16/10/18,12:38,114870,114900,114860,114880,256
SPFB.RTS-12.18,1,16/10/18,12:39,114870,114930,114870,114900,216
SPFB.RTS-12.18,1,16/10/18,12:40,114900,114930,114880,114910,146
SPFB.RTS-12.18,1,16/10/18,12:41,114930,114970,114930,114950,184
SPFB.RTS-12.18,1,16/10/18,12:42,114960,114980,114940,114960,84
SPFB.RTS-12.18,1,16/10/18,12:43,114960,114980,114950,114960,81
SPFB.RTS-12.18,1,16/10/18,12:44,114950,114950,114870,114900,204
SPFB.RTS-12.18,1,16/10/18,12:45,114900,114900,114850,114880,570
SPFB.RTS-12.18,1,16/10/18,12:46,114870,114890,114850,114890,383
SPFB.RTS-12.18,1,16/10/18,12:47,114890,114960,114870,114940,217
SPFB.RTS-12.18,1,16/10/18,12:48,114960,115050,114950,115020,507
SPFB.RTS-12.18,1,16/10/18,12:49,115020,115030,114940,114950,269
SPFB.RTS-12.18,1,16/10/18,12:50,114950,115020,114940,114990,151
SPFB.RTS-12.18,1,16/10/18,12:51,114990,115010,114960,115010,220
SPFB.RTS-12.18,1,16/10/18,12:52,115000,115050,115000,115040,255
SPFB.RTS-12.18,1,16/10/18,12:53,115030,115050,115000,115000,160
SPFB.RTS-12.18,1,16/10/18,12:54,115000,115000,114950,114970,407
SPFB.RTS-12.18,1,16/10/18,12:55,114960,114970,114890,114890,224
SPFB.RTS-12.18,1,16/10/18,12:56,114890,114970,114890,114960,163
SPFB.RTS-12.18,1,16/10/18,12:57,114940,115040,114940,114980,308
SPFB.RTS-12.18,1,16/10/18,12:58,114970,115000,114960,114990,96
SPFB.RTS-12.18,1,16/10/18,12:59,115000,115020,114980,114990,105
SPFB.RTS-12.18,1,16/10/18,13:00,115000,115010,114970,115000,168
SPFB.RTS-12.18,1,16/10/18,13:01,115000,115040,114990,115000,310
SPFB.RTS-12.18,1,16/10/18,13:02,115000,115010,114960,114970,260
SPFB.RTS-12.18,1,16/10/18,13:03,114960,114960,114930,114940,109
SPFB.RTS-12.18,1,16/10/18,13:04,114950,115000,114950,114990,130
SPFB.RTS-12.18,1,16/10/18,13:05,115000,115010,114960,114990,134
SPFB.RTS-12.18,1,16/10/18,13:06,114980,115050,114960,114970,344
SPFB.RTS-12.18,1,16/10/18,13:07,114970,114980,114900,114920,295
SPFB.RTS-12.18,1,16/10/18,13:08,114930,114940,114900,114920,133
SPFB.RTS-12.18,1,16/10/18,13:09,114900,114930,114900,114930,110
SPFB.RTS-12.18,1,16/10/18,13:10,114920,114950,114900,114910,84
SPFB.RTS-12.18,1,16/10/18,13:11,114910,114940,114810,114820,839
SPFB.RTS-12.18,1,16/10/18,13:12,114820,114870,114800,114860,536
SPFB.RTS-12.18,1,16/10/18,13:13,114870,114870,114800,114830,533
SPFB.RTS-12.18,1,16/10/18,13:14,114820,114820,114770,114800,412
SPFB.RTS-12.18,1,16/10/18,13:15,114800,114860,114780,114830,249
SPFB.RTS-12.18,1,16/10/18,13:16,114820,114830,114710,114770,737
SPFB.RTS-12.18,1,16/10/18,13:17,114750,114810,114740,114760,277
SPFB.RTS-12.18,1,16/10/18,13:18,114760,114800,114740,114770,154
SPFB.RTS-12.18,1,16/10/18,13:19,114760,114790,114750,114790,59
SPFB.RTS-12.18,1,16/10/18,13:20,114770,114810,114770,114800,107
SPFB.RTS-12.18,1,16/10/18,13:21,114800,114840,114790,114830,239
SPFB.RTS-12.18,1,16/10/18,13:22,114830,114850,114820,114840,159
SPFB.RTS-12.18,1,16/10/18,13:23,114840,114850,114800,114810,170
SPFB.RTS-12.18,1,16/10/18,13:24,114820,114880,114810,114850,223
SPFB.RTS-12.18,1,16/10/18,13:25,114850,114930,114850,114900,453
SPFB.RTS-12.18,1,16/10/18,13:26,114900,114910,114870,114900,145
SPFB.RTS-12.18,1,16/10/18,13:27,114890,114970,114890,114920,491
SPFB.RTS-12.18,1,16/10/18,13:28,114920,114930,114910,114930,102
SPFB.RTS-12.18,1,16/10/18,13:29,114930,114930,114880,114890,123
SPFB.RTS-12.18,1,16/10/18,13:30,114890,114940,114890,114930,110
SPFB.RTS-12.18,1,16/10/18,13:31,114920,114930,114850,114870,332
SPFB.RTS-12.18,1,16/10/18,13:32,114870,114890,114860,114870,44
SPFB.RTS-12.18,1,16/10/18,13:33,114880,114920,114880,114890,130
SPFB.RTS-12.18,1,16/10/18,13:34,114880,114890,114860,114860,48
SPFB.RTS-12.18,1,16/10/18,13:35,114860,114920,114860,114910,144
SPFB.RTS-12.18,1,16/10/18,13:36,114920,114920,114850,114870,91
SPFB.RTS-12.18,1,16/10/18,13:37,114870,114870,114780,114820,323
SPFB.RTS-12.18,1,16/10/18,13:38,114820,114840,114800,114820,133
SPFB.RTS-12.18,1,16/10/18,13:39,114820,114840,114770,114790,122
SPFB.RTS-12.18,1,16/10/18,13:40,114790,114820,114780,114790,85
SPFB.RTS-12.18,1,16/10/18,13:41,114800,114860,114800,114840,129
SPFB.RTS-12.18,1,16/10/18,13:42,114830,114870,114820,114840,87
SPFB.RTS-12.18,1,16/10/18,13:43,114830,114840,114790,114830,174
SPFB.RTS-12.18,1,16/10/18,13:44,114840,114850,114800,114820,113
SPFB.RTS-12.18,1,16/10/18,13:45,114830,114830,114800,114810,82
SPFB.RTS-12.18,1,16/10/18,13:46,114800,114870,114800,114850,203
SPFB.RTS-12.18,1,16/10/18,13:47,114850,114850,114770,114770,157
SPFB.RTS-12.18,1,16/10/18,13:48,114780,114800,114740,114760,230
SPFB.RTS-12.18,1,16/10/18,13:49,114760,114790,114730,114780,121
SPFB.RTS-12.18,1,16/10/18,13:50,114770,114780,114720,114730,507
SPFB.RTS-12.18,1,16/10/18,13:51,114740,114750,114700,114700,280
SPFB.RTS-12.18,1,16/10/18,13:52,114700,114700,114570,114630,1955
SPFB.RTS-12.18,1,16/10/18,13:53,114620,114630,114580,114610,529
SPFB.RTS-12.18,1,16/10/18,13:54,114610,114650,114600,114620,301
SPFB.RTS-12.18,1,16/10/18,13:55,114620,114640,114610,114610,141
SPFB.RTS-12.18,1,16/10/18,13:56,114610,114630,114580,114630,398
SPFB.RTS-12.18,1,16/10/18,13:57,114620,114640,114620,114630,142
SPFB.RTS-12.18,1,16/10/18,13:58,114640,114640,114580,114580,304
SPFB.RTS-12.18,1,16/10/18,13:59,114590,114590,114560,114570,188
SPFB.RTS-12.18,1,16/10/18,14:00,114580,114580,114450,114500,1885
SPFB.RTS-12.18,1,16/10/18,14:06,114510,114520,114360,114470,1853
SPFB.RTS-12.18,1,16/10/18,14:07,114460,114560,114450,114530,887
SPFB.RTS-12.18,1,16/10/18,14:08,114540,114570,114510,114560,525
SPFB.RTS-12.18,1,16/10/18,14:09,114570,114670,114570,114630,1148
SPFB.RTS-12.18,1,16/10/18,14:10,114640,114650,114620,114640,144
SPFB.RTS-12.18,1,16/10/18,14:11,114640,114690,114630,114660,268
SPFB.RTS-12.18,1,16/10/18,14:12,114660,114680,114590,114590,494
SPFB.RTS-12.18,1,16/10/18,14:13,114590,114630,114580,114590,240
SPFB.RTS-12.18,1,16/10/18,14:14,114600,114600,114500,114510,582
SPFB.RTS-12.18,1,16/10/18,14:15,114520,114590,114520,114590,205
SPFB.RTS-12.18,1,16/10/18,14:16,114580,114630,114570,114620,207
SPFB.RTS-12.18,1,16/10/18,14:17,114620,114630,114600,114610,87
SPFB.RTS-12.18,1,16/10/18,14:18,114630,114700,114630,114660,481
SPFB.RTS-12.18,1,16/10/18,14:19,114660,114710,114650,114670,385
SPFB.RTS-12.18,1,16/10/18,14:20,114670,114720,114650,114650,261
SPFB.RTS-12.18,1,16/10/18,14:21,114650,114700,114650,114700,96
SPFB.RTS-12.18,1,16/10/18,14:22,114700,114710,114600,114620,372
SPFB.RTS-12.18,1,16/10/18,14:23,114620,114650,114560,114560,440
SPFB.RTS-12.18,1,16/10/18,14:24,114570,114570,114440,114460,1678
SPFB.RTS-12.18,1,16/10/18,14:25,114460,114570,114440,114560,467
SPFB.RTS-12.18,1,16/10/18,14:26,114550,114550,114500,114510,211
SPFB.RTS-12.18,1,16/10/18,14:27,114500,114510,114430,114490,692
SPFB.RTS-12.18,1,16/10/18,14:28,114480,114530,114470,114480,413
SPFB.RTS-12.18,1,16/10/18,14:29,114490,114550,114480,114510,193
SPFB.RTS-12.18,1,16/10/18,14:30,114510,114520,114370,114390,775
SPFB.RTS-12.18,1,16/10/18,14:31,114400,114420,114300,114390,1673
SPFB.RTS-12.18,1,16/10/18,14:32,114380,114430,114370,114430,404
SPFB.RTS-12.18,1,16/10/18,14:33,114420,114460,114410,114450,311
SPFB.RTS-12.18,1,16/10/18,14:34,114450,114450,114390,114410,270
SPFB.RTS-12.18,1,16/10/18,14:35,114410,114420,114250,114300,1053
SPFB.RTS-12.18,1,16/10/18,14:36,114290,114370,114260,114360,942
SPFB.RTS-12.18,1,16/10/18,14:37,114360,114380,114340,114370,349
SPFB.RTS-12.18,1,16/10/18,14:38,114370,114380,114330,114360,400
SPFB.RTS-12.18,1,16/10/18,14:39,114370,114400,114370,114400,275
SPFB.RTS-12.18,1,16/10/18,14:40,114390,114400,114350,114380,284
SPFB.RTS-12.18,1,16/10/18,14:41,114370,114400,114320,114400,523
SPFB.RTS-12.18,1,16/10/18,14:42,114400,114420,114360,114410,255
SPFB.RTS-12.18,1,16/10/18,14:43,114390,114450,114390,114440,396
SPFB.RTS-12.18,1,16/10/18,14:44,114440,114450,114410,114430,239
SPFB.RTS-12.18,1,16/10/18,14:45,114440,114510,114430,114510,495
SPFB.RTS-12.18,1,16/10/18,14:46,114510,114550,114460,114480,859
SPFB.RTS-12.18,1,16/10/18,14:47,114470,114500,114450,114450,279
SPFB.RTS-12.18,1,16/10/18,14:48,114450,114470,114400,114400,419
SPFB.RTS-12.18,1,16/10/18,14:49,114400,114410,114370,114390,294
SPFB.RTS-12.18,1,16/10/18,14:50,114380,114420,114370,114390,226
SPFB.RTS-12.18,1,16/10/18,14:51,114390,114420,114360,114400,228
SPFB.RTS-12.18,1,16/10/18,14:52,114400,114430,114350,114360,352
SPFB.RTS-12.18,1,16/10/18,14:53,114370,114440,114370,114420,171
